num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,cs,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp1_trial_key.started,exp1_trial_sound.started,exp1_trial_key.keys,exp1_trial_key.rt,exp1_key.started,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_sound.started,exp2_trial_key.started,exp2_trial_sound.started,exp2_trial_key.keys,exp2_trial_key.rt,exp2_key.started,exp2_sound.started,exp2_key.keys,exp2_key.rt,participant,session,date,expName,psychopyVersion,frameRate,
68.0,l1,f,en,na,../audio/068.wav,,l1_f_en_na_068,,,,,,,../image/socks.png,../image/book.png,socks,lshift,1,socks,book,socks,book,None,,,,,,,,,,0,8,8,7,,,,,,,,,,,,,,,,,126.4902346250019,lshift,1,3.1729046239997842,127.45658175067025,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
14.0,l1,t,es,na,../audio/014.wav,,l1_t_es_na_014,,,,,,,../image/book.png,../image/key.png,key,lshift,1,key,book,book,key,None,,,,,,,,,,0,9,9,38,,,,,,,,,,,,,,,,,129.70323687500058,rshift,0,2.6045698750021984,130.6732533336656,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
61.0,l1,f,en,na,../audio/061.wav,,l1_f_en_na_061,,,,,,,../image/cat.png,../image/dog.png,dog,rshift,1,dog,cat,cat,dog,../image/,,,,,,,,,,0,10,10,0,,,,,,,,,,,,,,,,,132.3603061670001,rshift,1,2.384889374996419,133.3234079166689,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
85.0,l1,f,se,na,../audio/085.wav,,l1_f_se_na_085,,,,,,,../image/loafers.png,../image/sneakers.png,sneakers,rshift,1,sneakers,loafers,loafers,sneakers,None,,,,,,,,,,0,11,11,24,,,,,,,,,,,,,,,,,134.79332916700514,rshift,1,3.415184748999309,135.75641541666508,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
13.0,l1,t,es,na,../audio/013.wav,,l1_t_es_na_013,,,,,,,../image/beer.png,../image/wine.png,beer,rshift,1,beer,wine,beer,wine,None,,,,,,,,,,0,12,12,37,,,,,,,,,,,,,,,,,138.25727387500228,lshift,0,3.066554500001075,139.22316975066886,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
86.0,l1,f,sp,na,../audio/086.wav,,l1_f_sp_na_086,,,,,,,../image/plates.png,../image/glasses.png,plates,lshift,1,plates,glasses,plates,glasses,None,,,,,,,,,,0,13,13,25,,,,,,,,,,,,,,,,,141.3673187500026,lshift,1,2.4596148330019787,142.33851700066978,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
140.0,l1,t,es,f0u,../audio/140.wav,,l1_t_es_f0u_140,,,,,,,../image/ring.png,../image/bracelet.png,bracelet,rshift,1,bracelet,ring,ring,bracelet,None,,,,,,,,,,0,14,14,54,,,,,,,,,,,,,,,,,143.86902399999963,rshift,1,3.1310785410023527,144.8302673756664,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
71.0,l1,f,en,na,../audio/071.wav,,l1_f_en_na_071,,,,,,,../image/wallet.png,../image/plane.png,plane,rshift,1,plane,wallet,wallet,plane,None,,,,,,,,,,0,15,15,10,,,,,,,,,,,,,,,,,147.0480029590035,rshift,1,3.1114221659954637,148.01294875066768,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
88.0,l1,f,sp,na,../audio/088.wav,,l1_f_sp_na_088,,,,,,,../image/book.png,../image/cellphone.png,book,rshift,1,book,cellphone,book,cellphone,None,,,,,,,,,,0,16,16,27,,,,,,,,,,,,,,,,,150.2071420420034,lshift,0,2.372083583002677,151.1730106666694,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
139.0,l1,t,es,f0u,../audio/139.wav,,l1_t_es_f0u_139,,,,,,,../image/restaurant.png,../image/hotel.png,restaurant,rshift,1,restaurant,hotel,restaurant,hotel,None,,,,,,,,,,0,17,17,53,,,,,,,,,,,,,,,,,152.6281142500011,lshift,0,3.0843435830029193,153.5897482086696,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
20.0,l1,t,es,na,../audio/020.wav,,l1_t_es_na_020,,,,,,,../image/cellphone.png,../image/backpack.png,backpack,lshift,1,backpack,cellphone,cellphone,backpack,None,,,,,,,,,,0,18,18,44,,,,,,,,,,,,,,,,,155.75970866699936,rshift,0,2.730648040997039,156.7231136666708,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
16.0,l1,t,es,na,../audio/016.wav,,l1_t_es_na_016,,,,,,,../image/flipflops.png,../image/bag.png,bag,lshift,1,bag,flipflops,flipflops,bag,None,,,,,,,,,,0,19,19,40,,,,,,,,,,,,,,,,,158.53591212500032,rshift,0,3.3433507489971817,159.50635391666972,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
15.0,l1,t,es,na,../audio/015.wav,,l1_t_es_na_015,,,,,,,../image/glasses.png,../image/jacket.png,glasses,rshift,1,glasses,jacket,glasses,jacket,None,,,,,,,,,,0,20,20,39,,,,,,,,,,,,,,,,,161.9242857499994,lshift,0,2.5165998739976203,162.88971700067148,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
80.0,l1,f,se,na,../audio/080.wav,,l1_f_se_na_080,,,,,,,../image/mouse.png,../image/rat.png,mouse,lshift,1,mouse,rat,mouse,rat,None,,,,,,,,,,0,21,21,19,,,,,,,,,,,,,,,,,164.48876258399832,rshift,0,2.418417540997325,165.45633220866537,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
134.0,l1,t,es,f0u,../audio/134.wav,,l1_t_es_f0u_134,,,,,,,../image/basket.png,../image/truck.png,truck,lshift,1,truck,basket,basket,truck,None,,,,,,,,,,0,22,22,48,,,,,,,,,,,,,,,,,166.95702958400216,rshift,0,3.307564208000258,167.91264595866622,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
95.0,l1,f,sp,na,../audio/095.wav,,l1_f_sp_na_095,,,,,,,../image/socks.png,../image/key.png,key,lshift,1,key,socks,socks,key,None,,,,,,,,,,0,23,23,34,,,,,,,,,,,,,,,,,170.31282108400046,rshift,0,2.1675363749964163,171.27937358367151,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
131.0,l1,t,es,f0u,../audio/131.wav,,l1_t_es_f0u_131,,,,,,,../image/cat.png,../image/flower.png,cat,rshift,1,cat,flower,cat,flower,None,,,,,,,,,,0,24,24,45,,,,,,,,,,,,,,,,,172.53306537499884,lshift,0,2.375052623996453,173.48974712566658,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
67.0,l1,f,en,na,../audio/067.wav,,l1_f_en_na_067,,,,,,,../image/beer.png,../image/glasses.png,glasses,rshift,1,glasses,beer,beer,glasses,None,,,,,,,,,,0,25,25,6,,,,,,,,,,,,,,,,,174.95122004199948,rshift,1,2.5672321660022135,175.92314500066666,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
63.0,l1,f,en,na,../audio/063.wav,,l1_f_en_na_063,,,,,,,../image/woman.png,../image/man.png,man,rshift,1,man,woman,woman,man,None,,,,,,,,,,0,26,26,2,,,,,,,,,,,,,,,,,177.5659859590014,rshift,1,2.3921886660027667,178.52939337566593,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
94.0,l1,f,sp,na,../audio/094.wav,,l1_f_sp_na_094,,,,,,,../image/beer.png,../image/horchata.png,beer,rshift,1,beer,horchata,beer,horchata,None,,,,,,,,,,0,27,27,33,,,,,,,,,,,,,,,,,180.00760441699822,lshift,0,3.215270041000622,180.97154275067103,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
135.0,l1,t,es,f0u,../audio/135.wav,,l1_t_es_f0u_135,,,,,,,../image/flipflops.png,../image/flower.png,flipflops,rshift,1,flipflops,flower,flipflops,flower,None,,,,,,,,,,0,28,28,49,,,,,,,,,,,,,,,,,183.2668210000047,lshift,0,2.541163082998537,184.22950491666805,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
76.0,l1,f,se,na,../audio/076.wav,,l1_f_se_na_076,,,,,,,../image/hotdog.png,../image/burger.png,hotdog,lshift,1,hotdog,burger,hotdog,burger,None,,,,,,,,,,0,29,29,15,,,,,,,,,,,,,,,,,185.8581522500026,lshift,1,2.3386795410042396,186.82282091666664,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
82.0,l1,f,se,na,../audio/082.wav,,l1_f_se_na_082,,,,,,,../image/mickeymouse.png,../image/spongebob.png,mickeymouse,lshift,1,mickeymouse,spongebob,mickeymouse,spongebob,None,,,,,,,,,,0,30,30,21,,,,,,,,,,,,,,,,,188.2461247090032,lshift,1,2.277521833006176,189.21320333367137,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
72.0,l1,f,en,na,../audio/072.wav,,l1_f_en_na_072,,,,,,,../image/dog.png,../image/fish.png,dog,lshift,1,dog,fish,dog,fish,None,,,,,,,,,,0,31,31,11,,,,,,,,,,,,,,,,,190.5719810840019,lshift,1,2.4541769579955144,191.5387800006686,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
18.0,l1,t,es,na,../audio/018.wav,,l1_t_es_na_018,,,,,,,../image/cups.png,../image/napkins.png,napkins,lshift,1,napkins,cups,cups,napkins,None,,,,,,,,,,0,32,32,42,,,,,,,,,,,,,,,,,193.07454570900154,rshift,0,2.8903370820044074,194.03099916666932,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
11.0,l1,t,es,na,../audio/011.wav,,l1_t_es_na_011,,,,,,,../image/armchair.png,../image/bed.png,armchair,rshift,1,armchair,bed,armchair,bed,None,,,,,,,,,,0,33,33,35,,,,,,,,,,,,,,,,,196.02244091700413,lshift,0,2.5004467489998206,196.97276316666492,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
93.0,l1,f,sp,na,../audio/093.wav,,l1_f_sp_na_093,,,,,,,../image/boy.png,../image/book.png,book,lshift,1,book,boy,boy,book,None,,,,,,,,,,0,34,34,32,,,,,,,,,,,,,,,,,198.5693019590035,rshift,0,1.8706762489964603,199.52871241666824,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
136.0,l1,t,es,f0u,../audio/136.wav,,l1_t_es_f0u_136,,,,,,,../image/city.png,../image/village.png,village,lshift,1,village,city,city,village,None,,,,,,,,,,0,35,35,50,,,,,,,,,,,,,,,,,200.4871902090017,rshift,0,3.2857798319964786,201.4558464586701,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
66.0,l1,f,en,na,../audio/066.wav,,l1_f_en_na_066,,,,,,,../image/bag.png,../image/scarf.png,bag,lshift,1,bag,scarf,bag,scarf,None,,,,,,,,,,0,36,36,5,,,,,,,,,,,,,,,,,203.82607041700248,lshift,1,2.7042564989969833,204.7893588756672,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
70.0,l1,f,en,na,../audio/070.wav,,l1_f_en_na_070,,,,,,,../image/computer.png,../image/bed.png,computer,lshift,1,computer,bed,computer,bed,None,,,,,,,,,,0,37,37,9,,,,,,,,,,,,,,,,,206.5833127090009,lshift,1,2.2830438739983947,207.54607737566792,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
81.0,l1,f,se,na,../audio/081.wav,,l1_f_se_na_081,,,,,,,../image/boxers.png,../image/sweatpants.png,sweatpants,rshift,1,sweatpants,boxers,boxers,sweatpants,None,,,,,,,,,,0,38,38,20,,,,,,,,,,,,,,,,,208.91696808399865,rshift,1,3.3055687500018394,209.87286470866482,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
65.0,l1,f,en,na,../audio/065.wav,,l1_f_en_na_065,,,,,,,../image/computer.png,../image/book.png,book,rshift,1,book,computer,computer,book,None,,,,,,,,,,0,39,39,4,,,,,,,,,,,,,,,,,212.27391162500135,rshift,1,2.0611221239960287,213.22942620866914,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
133.0,l1,t,es,f0u,../audio/133.wav,,l1_t_es_f0u_133,,,,,,,../image/cellphone.png,../image/book.png,cellphone,rshift,1,cellphone,book,cellphone,book,None,,,,,,,,,,0,40,40,47,,,,,,,,,,,,,,,,,214.38217012500536,lshift,0,2.6338967500050785,215.34576287566986,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
19.0,l1,t,es,na,../audio/019.wav,,l1_t_es_na_019,,,,,,,../image/boy.png,../image/dog.png,boy,rshift,1,boy,dog,boy,dog,None,,,,,,,,,,0,41,41,43,,,,,,,,,,,,,,,,,217.06639949999953,lshift,0,3.0848104579999927,218.0227346666691,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
89.0,l1,f,sp,na,../audio/089.wav,,l1_f_sp_na_089,,,,,,,../image/bed.png,../image/wallet.png,wallet,lshift,1,wallet,bed,bed,wallet,None,,,,,,,,,,0,42,42,28,,,,,,,,,,,,,,,,,220.20127700000012,rshift,0,2.449132500005362,221.16245133366854,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
64.0,l1,f,en,na,../audio/064.wav,,l1_f_en_na_064,,,,,,,../image/wallet.png,../image/key.png,wallet,lshift,1,wallet,key,wallet,key,None,,,,,,,,,,0,43,43,3,,,,,,,,,,,,,,,,,222.7046967089991,lshift,1,2.0223008330067387,223.6627753336691,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
75.0,l1,f,en,na,../audio/075.wav,,l1_f_en_na_075,,,,,,,../image/dog.png,../image/fish.png,fish,rshift,1,fish,dog,dog,fish,None,,,,,,,,,,0,44,44,14,,,,,,,,,,,,,,,,,224.77463837499818,rshift,1,2.628235083000618,225.73937429166497,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
91.0,l1,f,sp,na,../audio/091.wav,,l1_f_sp_na_091,,,,,,,../image/backpack.png,../image/bracelet.png,bracelet,lshift,1,bracelet,backpack,backpack,bracelet,None,,,,,,,,,,0,45,45,30,,,,,,,,,,,,,,,,,227.44947995900293,rshift,0,2.278567415996804,228.41248983367066,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
137.0,l1,t,es,f0u,../audio/137.wav,,l1_t_es_f0u_137,,,,,,,../image/jacket.png,../image/shirt.png,jacket,rshift,1,jacket,shirt,jacket,shirt,None,,,,,,,,,,0,46,46,51,,,,,,,,,,,,,,,,,229.78051000000414,lshift,0,2.7891955000013695,230.73928187566733,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
73.0,l1,f,en,na,../audio/073.wav,,l1_f_en_na_073,,,,,,,../image/socks.png,../image/tshirt.png,tshirt,rshift,1,tshirt,socks,socks,tshirt,None,,,,,,,,,,0,47,47,12,,,,,,,,,,,,,,,,,232.61401199999818,rshift,1,2.628897208000126,233.57682300066907,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
69.0,l1,f,en,na,../audio/069.wav,,l1_f_en_na_069,,,,,,,../image/bag.png,../image/shirt.png,shirt,rshift,1,shirt,bag,bag,shirt,None,,,,,,,,,,0,48,48,8,,,,,,,,,,,,,,,,,235.2858630000046,rshift,1,2.6972492070053704,236.25585583367163,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
12.0,l1,t,es,na,../audio/012.wav,,l1_t_es_na_012,,,,,,,../image/newspaper.png,../image/book.png,book,lshift,1,book,newspaper,newspaper,book,None,,,,,,,,,,0,49,49,36,,,,,,,,,,,,,,,,,238.03694054199877,rshift,0,3.3573515829993994,238.9958792506698,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
138.0,l1,t,es,f0u,../audio/138.wav,,l1_t_es_f0u_138,,,,,,,../image/pants.png,../image/shirt.png,shirt,lshift,1,shirt,pants,pants,shirt,None,,,,,,,,,,0,50,50,52,,,,,,,,,,,,,,,,,241.43451112500043,rshift,0,2.7079209160074242,242.4057714586709,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
87.0,l1,f,sp,na,../audio/087.wav,,l1_f_sp_na_087,,,,,,,../image/desk.png,../image/bed.png,bed,rshift,1,bed,desk,desk,bed,None,,,,,,,,,,0,51,51,26,,,,,,,,,,,,,,,,,244.19517170900508,rshift,1,2.8976935829996364,245.15585658367152,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
84.0,l1,f,se,na,../audio/084.wav,,l1_f_se_na_084,,,,,,,../image/penthouse.png,../image/rocket.png,penthouse,lshift,1,penthouse,rocket,penthouse,rocket,None,,,,,,,,,,0,52,52,23,,,,,,,,,,,,,,,,,247.14348570899892,lshift,1,2.848309082000924,248.10530550066713,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
132.0,l1,t,es,f0u,../audio/132.wav,,l1_t_es_f0u_132,,,,,,,../image/car.png,../image/grandma.png,grandma,lshift,1,grandma,car,car,grandma,None,,,,,,,,,,0,53,53,46,,,,,,,,,,,,,,,,,250.03829316700285,rshift,0,2.6062645409983816,251.00579641666653,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
62.0,l1,f,en,na,../audio/062.wav,,l1_f_en_na_062,,,,,,,../image/shoe.png,../image/ring.png,shoe,lshift,1,shoe,ring,shoe,ring,None,,,,,,,,,,0,54,54,1,,,,,,,,,,,,,,,,,252.69048650000332,lshift,1,2.501260374003323,253.6557393756705,,,,,,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
tr1,lt,tr,en,na,../practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,287.194228417,288.1387927506696,['lshift'],[2.356342125000083],,,,,AJ,001,2023-04-05_13h35.33.691,exp_g1,2022.2.5,None,
